"ワープアイテム" -> "Warp items"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"天使特攻200" -> "Angel Special 200"
"【秘石】通常攻撃で天使に与えるダメージが100" -> "【Secret stone】 The damage given to an angel by ordinary attack is 100"
"アップする" -> "To upload"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1235" -> "Secret stone ability armor 1235"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"巨体特攻200" -> "Big Surgery 200"
"【秘石】通常攻撃で巨体の敵に与えるダメージが100" -> "【Secret stone】 Damage given to enemies of a giant by normal attack is 100"
"アップする" -> "To upload"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1236" -> "Secret stone ability armor 1236"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1202" -> "Secret stone capability armor 1202"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1203" -> "Secret stone capability armor 1203"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1204" -> "Secret stone ability armor 1204"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1205" -> "Secret stone capability armor 1205"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1206" -> "Secret stone skill protection 1206"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1207" -> "Secret stone skill protection 1207"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1208" -> "Secret stone skill protection 1208"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1209" -> "Secret stone ability armor 1209"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1210" -> "Secret stone ability armor 1210"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1211" -> "Secret stone ability armor 1211"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1201" -> "Secret stone ability armor 1201"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1238" -> "Secret stone ability armor 1238"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1239" -> "Secret stone skill protection 1239"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1279" -> "Secret stone ability armor 1279"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1280" -> "Secret stone ability armor 1280"
"通常攻撃400" -> "Normal Attack 400"
"アップ" -> "up"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1281" -> "Secret stone ability armor 1281"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3805" -> "Secret stone ability armor 3805"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3806" -> "Secret stone ability armor 3806"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3807" -> "Secret stone ability armor 3807"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3808" -> "Secret stone ability armor 3808"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3809" -> "Secret stone ability armor 3809"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3810" -> "Secret stone ability armor 3810"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3811" -> "Secret stone ability armor 3811"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3812" -> "Secret stone ability armor 3812"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3813" -> "Secret stone ability armor 3813"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3814" -> "Secret stone ability armor 3814"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3815" -> "Secret stone ability armor 3815"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3816" -> "Secret stone ability armor 3816"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3817" -> "Secret stone ability armor 3817"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3818" -> "Secret stone ability armor 3818"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3819" -> "Secret stone ability armor 3819"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3820" -> "Secret stone ability armor 3820"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3821" -> "Secret stone ability armor 3821"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3822" -> "Secret stone ability armor 3822"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3823" -> "Secret stone ability armor 3823"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3824" -> "Secret stone ability armor 3824"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3825" -> "Secret stone ability armor 3825"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3826" -> "Secret stone ability armor 3826"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3827" -> "Secret stone ability armor 3827"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3828" -> "Secret stone ability armor 3828"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3829" -> "Secret stone ability armor 3829"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3830" -> "Secret stone ability armor 3830"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3831" -> "Secret stone ability armor 3831"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3832" -> "Secret stone ability armor 3832"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3833" -> "Secret stone ability armor 3833"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3834" -> "Secret stone ability armor 3834"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3835" -> "Secret stone ability armor 3835"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 3836" -> "Secret stone ability armor 3836"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石" -> "Secret stone"
"【秘石】……" -> "[Secret stone] ......"
"秘石能力防具 1001" -> "Secret stone ability armor 1001"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1628" -> "Secret stone capability armor 1628"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1629" -> "Secret stone ability armor 1629"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1630" -> "Secret stone ability armor 1630"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1631" -> "Secret stone ability armor 1631"
"秘石カテゴリー" -> "Mystery category"
"秘石能力防具 1632" -> "Secret stone capability armor 1632"
